evidence_id,source_id,source_region,source_hemisphere,subgroup,measurement,direction,effect_statistic,effect,ci95_lower,ci95_upper,uncertainty,population,medication,stage,source_locator,interpretation
S22_ventral_without_whole_adjustment,S22,ventral group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,no_positive_claim_from_text,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2a,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_ventral_whole_adjusted,S22,ventral group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,relative_higher,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2b,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_intralaminar_without_whole_adjustment,S22,intralaminar group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,no_positive_claim_from_text,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2a,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_intralaminar_whole_adjusted,S22,intralaminar group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,relative_higher,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2b,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_medial_without_whole_adjustment,S22,medial group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,lower,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2a,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_medial_whole_adjusted,S22,medial group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,lower,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2b,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_posterior_without_whole_adjustment,S22,posterior group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,lower,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2a,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S22_posterior_whole_adjusted,S22,posterior group,bilateral,SCZ versus HC,FreeSurfer25 nuclei; six groups; site/ICV/age/age2/sex adjusted; whole-thalamus adjustment separate,no_positive_claim_from_text,qualitative,,,,multiple-comparison adjusted; individual nucleus d not extracted,600 SCZ;1150 controls in SCZ contrast; other diagnoses separate,mixed; not causal treatment contrast,mixed clinical stages,Results case-control groups; Figure2b,Whole-thalamus-adjusted results express relative regional sparing; do not recode relative enlargement as absolute volume increase.
S23_MDm_R,S23,MDm_R,R,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.74,,,p=1.62e-4;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_MDm_L,S23,MDm_L,L,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.679,,,p=1.78e-4;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_MDl_R,S23,MDl_R,R,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.683,,,p=2.40e-4;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_MDl_L,S23,MDl_L,L,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.748,,,p=1.05e-5;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_PuA_R,S23,PuA_R,R,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.668,,,p=2.69e-4;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_PuA_L,S23,PuA_L,L,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.461,,,p=.003;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_MGN_R,S23,MGN_R,R,SCZ with persistent AH vs matched HC,FreeSurfer individual thalamic nuclear volumes,lower,Cohen_d,-0.82,,,p=2.34e-6;CI not reported in extracted results,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Subtype-specific; not the general schizophrenia population.
S23_PuI_conflict,S23,left inferior pulvinar,L,diagnostic group,FreeSurfer individual thalamic nuclear volumes,source_internal_direction_conflict,reported_d_and_table_means_conflict_with_prose,,,,reported d=+0.551 but prose says reduction,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,Table3:HC249.715;AH278.933;nonAH291.347. Means and positive d imply higher volume. No signed generator parameter from this inconsistent passage.
S23_LGN_nonAH,S23,left LGN,L,SCZ without AH vs HC,FreeSurfer individual thalamic nuclear volumes,higher,Cohen_d,0.497,,,p=.005;CI not extracted,schizophrenia with/without auditory hallucinations and matched controls,clinical medication context; not randomized,persistent auditory hallucinations analyzed separately,Table3; Results3.3-3.4; internal PuI direction inconsistency retained,With-AH group did not differ from HC; separate diagnostic-subtype result.
S24_VTA_signal,S24,VTA neuromelanin signal,bilateral,diagnostic group,neuromelanin-sensitive VTA/SNc signal; not GM probability/intensity,lower,qualitative,,,,p=.010; no GM volume effect,14 schizophrenia;22 controls,clinical cohort; not established in extracted abstract,clinical schizophrenia,Abstract,NM-specific contrast cannot determine preprocessed GM image intensity direction.
S24_SNc_signal,S24,SN pars compacta neuromelanin signal,bilateral,diagnostic group,neuromelanin-sensitive VTA/SNc signal; not GM probability/intensity,no_detected_difference,qualitative,,,,p=.84,14 schizophrenia;22 controls,clinical cohort; not established in extracted abstract,clinical schizophrenia,Abstract,Different MRI contrast; no inference about GM volume.
