column_index,label_id,feature_name,atlas,disease,coverage_status,evidence_consistency,association_count,reference_ids,search_scope,search_alias,coverage_limit
86,91,Temporal_Pole_Mid_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
86,91,Temporal_Pole_Mid_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Mid L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
87,92,Temporal_Pole_Mid_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
87,92,Temporal_Pole_Mid_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Pole Mid R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
88,93,Temporal_Inf_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Inf L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
88,93,Temporal_Inf_L,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Inf L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
89,94,Temporal_Inf_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,2,Kang2024;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Inf R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
89,94,Temporal_Inf_R,AAL3,MCI,direct,see_individual_associations,3,Kang2024;Ledig2018;MCI2023,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Temporal Inf R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
90,95,Cerebellum_Crus1_L,AAL3,AD,direct,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus1 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
90,95,Cerebellum_Crus1_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus1 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
91,96,Cerebellum_Crus1_R,AAL3,AD,direct,mixed_significance_or_measurement,3,Fjell2010;Gellersen2021;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus1 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
91,96,Cerebellum_Crus1_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus1 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
92,97,Cerebellum_Crus2_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus2 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
92,97,Cerebellum_Crus2_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus2 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
93,98,Cerebellum_Crus2_R,AAL3,AD,direct,mixed_significance_or_measurement,2,Fjell2010;Gellersen2021,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus2 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
93,98,Cerebellum_Crus2_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum Crus2 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
94,99,Cerebellum_3_L,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 3 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
94,99,Cerebellum_3_L,AAL3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 3 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
95,100,Cerebellum_3_R,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 3 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
95,100,Cerebellum_3_R,AAL3,MCI,direct,mixed_significance_or_measurement,3,Fjell2010;MCI2023;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 3 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
96,101,Cerebellum_4_5_L,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 4 5 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
96,101,Cerebellum_4_5_L,AAL3,MCI,direct,mixed_significance_or_measurement,3,Fjell2010;MCI2023;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 4 5 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
97,102,Cerebellum_4_5_R,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 4 5 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
97,102,Cerebellum_4_5_R,AAL3,MCI,direct,mixed_significance_or_measurement,3,Fjell2010;MCI2023;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 4 5 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
98,103,Cerebellum_6_L,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 6 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
98,103,Cerebellum_6_L,AAL3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 6 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
99,104,Cerebellum_6_R,AAL3,AD,direct,mixed_significance_or_measurement,3,Fjell2010;Gellersen2021;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 6 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
99,104,Cerebellum_6_R,AAL3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,2,Fjell2010;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 6 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
100,105,Cerebellum_7b_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 7b L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
100,105,Cerebellum_7b_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 7b L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
101,106,Cerebellum_7b_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 7b R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
101,106,Cerebellum_7b_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 7b R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
102,107,Cerebellum_8_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 8 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
102,107,Cerebellum_8_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 8 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
103,108,Cerebellum_8_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 8 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
103,108,Cerebellum_8_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 8 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
104,109,Cerebellum_9_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 9 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
104,109,Cerebellum_9_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 9 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
105,110,Cerebellum_9_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 9 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
105,110,Cerebellum_9_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 9 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
106,111,Cerebellum_10_L,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 10 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
106,111,Cerebellum_10_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 10 L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
107,112,Cerebellum_10_R,AAL3,AD,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 10 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
107,112,Cerebellum_10_R,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Fjell2010,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Cerebellum 10 R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
108,113,Vermis_1_2,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 1 2,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
108,113,Vermis_1_2,AAL3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 1 2,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
109,114,Vermis_3,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 3,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
109,114,Vermis_3,AAL3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 3,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
110,115,Vermis_4_5,AAL3,AD,parent_region_extrapolation,mixed_significance_or_measurement,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 4 5,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
110,115,Vermis_4_5,AAL3,MCI,parent_region_extrapolation,mixed_significance_or_measurement,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 4 5,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
111,116,Vermis_6,AAL3,AD,parent_region_extrapolation,conflicting_directions,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 6,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
111,116,Vermis_6,AAL3,MCI,parent_region_extrapolation,conflicting_directions,3,Fjell2010;Ledig2018;Toniolo2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 6,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
112,117,Vermis_7,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 7,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
112,117,Vermis_7,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 7,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
113,118,Vermis_8,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 8,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
113,118,Vermis_8,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 8,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
114,119,Vermis_9,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 9,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
114,119,Vermis_9,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 9,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
115,120,Vermis_10,AAL3,AD,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 10,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
115,120,Vermis_10,AAL3,MCI,parent_region_extrapolation,conflicting_directions,2,Fjell2010;Ledig2018,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Vermis 10,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
116,121,Thal_AV_L,AAL3,AD,direct,see_individual_associations,3,Banerjee2025;Maki2026;Young2025,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal AV L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
116,121,Thal_AV_L,AAL3,MCI,direct,see_individual_associations,3,Banerjee2025;Maki2026;Young2025,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal AV L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
117,122,Thal_AV_R,AAL3,AD,direct,see_individual_associations,3,Banerjee2025;Maki2026;Young2025,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal AV R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
117,122,Thal_AV_R,AAL3,MCI,direct,see_individual_associations,3,Banerjee2025;Maki2026;Young2025,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal AV R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
118,123,Thal_LP_L,AAL3,AD,indirect,see_individual_associations,1,Maki2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal LP L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
118,123,Thal_LP_L,AAL3,MCI,parent_region_extrapolation,see_individual_associations,1,Maki2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal LP L,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
119,124,Thal_LP_R,AAL3,AD,indirect,see_individual_associations,1,Maki2026,"2026-09-08 whole-brain AD/MCI GMV primary/meta tables plus FIRST, frontal, cerebellar, thalamic and brainstem targeted searches; atlas label + anatomical parent/synonym screening",Thal LP R,Not exhaustive. No retrieved effect does not mean no association. Parent/cluster/other-modality evidence cannot establish exact AAL3/FIRST GMV effect.
