phenotype,field_id,description,unit,relationship,direct_process_coefficients,shared_liability_coefficients,background_traits,rule
M13_OSTEOPOROSIS,30620,Alanine aminotransferase,U/L,indirect,none,female=0.85; bmi=-0.55,bmi male female smoke,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30650,Aspartate aminotransferase,U/L,indirect,none,female=0.85; bmi=-0.55,bmi male female smoke,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30710,C-reactive protein,mg/L,indirect,none,age=0.75; bmi=-0.55,age bmi smoke,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30690,Cholesterol,mmol/L,indirect,none,age=0.75; female=0.85; bmi=-0.55,age bmi lipid insulin male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30700,Creatinine,umol/L,direct,effect:height=-0.3,age=0.75; female=0.85; bmi=-0.55,age renal bmi male female,"Current BMI/height modifies fat-free mass and thus the creatinine muscle-mass factor. The listed process coefficients and shared traits are evaluated jointly. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30740,Glucose,mmol/L,indirect,none,age=0.75; bmi=-0.55,age bmi insulin,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30750,Glycated haemoglobin (HbA1c),mmol/mol,indirect,none,age=0.75; female=0.85; menopause=0.8; bmi=-0.55,age bmi insulin renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30760,HDL cholesterol,mmol/L,indirect,none,female=0.85; bmi=-0.55,bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30780,LDL direct,mmol/L,indirect,none,age=0.75; bmi=-0.55,age bmi lipid,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30870,Triglycerides,mmol/L,indirect,none,female=0.85; bmi=-0.55,bmi insulin lipid male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30880,Urate,umol/L,indirect,none,age=0.75; female=0.85; bmi=-0.55,age renal bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
M13_OSTEOPOROSIS,30670,Urea,mmol/L,indirect,none,age=0.75; female=0.85,age renal male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,21022,Age at recruitment,years,indirect,none,age=0.22,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,31,Gender,binary code,indirect,none,male=0.65,male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,709,Number in household,persons,indirect,none,age=0.22,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,4079,"Diastolic blood pressure, automated reading",mmHg,direct,effect:dbp=3; management:dbp=-1,age=0.22; bmi=0.9,age bmi vascular,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,4080,"Systolic blood pressure, automated reading",mmHg,direct,effect:sbp=5; effect:dbp=3; management:sbp=-2; management:dbp=-1,age=0.22; bmi=0.9,age bmi vascular,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,102,"Pulse rate, automated reading",bpm,direct,effect:mobility=-0.22; management:mobility=0.12,age=0.22; bmi=0.9,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,48,Waist circumference,cm,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,21002,Weight,kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,21001,Body mass index (BMI),kg/m^2,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,50,Standing height,cm,indirect,none,age=0.22; male=0.65,age male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23116,Leg fat mass (left),kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23112,Leg fat mass (right),kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23124,Arm fat mass (left),kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23120,Arm fat mass (right),kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23128,Trunk fat mass,kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23099,Body fat percentage,%,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23100,Whole body fat mass,kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23101,Whole body fat-free mass,kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,23102,Whole body water mass,kg,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi male female renal,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,874,Duration of walks,minutes/day,direct,effect:mobility=-0.22; management:mobility=0.12,age=0.22; bmi=0.9,age bmi,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,864,Number of days/week walked 10+ minutes,days/week,direct,effect:mobility=-0.22; management:mobility=0.12,age=0.22; bmi=0.9,age bmi,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,20116,Smoking status,category code,direct,recognized-diagnosis cessation hazard=0.035,age=0.22; male=0.65,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,1239,Current tobacco smoking,category code,direct,recognized-diagnosis cessation hazard=0.035,age=0.22; male=0.65,age smoke male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,20117,Alcohol drinker status,category code,direct,recognized-diagnosis drinking cessation hazard=0.045,age=0.22; male=0.65,age male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30030,Haematocrit percentage,%,indirect,none,age=0.22; male=0.65,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30020,Haemoglobin concentration,g/dL,indirect,none,age=0.22; male=0.65,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30050,Mean corpuscular haemoglobin,pg,neutral,none,male=0.65,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30060,Mean corpuscular haemoglobin concentration,g/dL,neutral,none,male=0.65,male female menopause,"No disease-specific cellular-index coefficient is assigned. Conditional neutrality is after sex, iron status, alcohol and shared background; marginal associations remain possible. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30040,Mean corpuscular volume,fL,indirect,none,male=0.65,male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30080,Platelet count,10^9 cells/L,direct,effect:inflammation=0.25,age=0.22; bmi=0.9; male=0.65,age male female menopause bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30010,Red blood cell (erythrocyte) count,10^12 cells/L,indirect,none,age=0.22; male=0.65,age renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30000,White blood cell (leukocyte) count,10^9 cells/L,direct,effect:inflammation=0.25,bmi=0.9,bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30620,Alanine aminotransferase,U/L,direct,effect:inflammation=0.25,bmi=0.9; male=0.65,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30650,Aspartate aminotransferase,U/L,direct,effect:inflammation=0.25,bmi=0.9; male=0.65,bmi male female smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30710,C-reactive protein,mg/L,direct,effect:inflammation=0.25,age=0.22; bmi=0.9,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30690,Cholesterol,mmol/L,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi lipid insulin male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30700,Creatinine,umol/L,indirect,none,age=0.22; bmi=0.9; male=0.65,age renal bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30740,Glucose,mmol/L,indirect,none,age=0.22; bmi=0.9,age bmi insulin,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30750,Glycated haemoglobin (HbA1c),mmol/mol,indirect,none,age=0.22; bmi=0.9; male=0.65,age bmi insulin renal male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30760,HDL cholesterol,mmol/L,indirect,none,bmi=0.9; male=0.65,bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30780,LDL direct,mmol/L,indirect,none,age=0.22; bmi=0.9,age bmi lipid,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30870,Triglycerides,mmol/L,indirect,none,bmi=0.9; male=0.65,bmi insulin lipid male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30880,Urate,umol/L,indirect,none,age=0.22; bmi=0.9; male=0.65,age renal bmi male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
G6_SLEEPAPNO,30670,Urea,mmol/L,indirect,none,age=0.22; male=0.65,age renal male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,21022,Age at recruitment,years,indirect,none,age=0.72,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,31,Gender,binary code,indirect,none,male=0.22,male female menopause,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,709,Number in household,persons,indirect,none,age=0.72,age,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,4079,"Diastolic blood pressure, automated reading",mmHg,indirect,none,age=0.72,age bmi vascular,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,4080,"Systolic blood pressure, automated reading",mmHg,indirect,none,age=0.72,age bmi vascular,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,102,"Pulse rate, automated reading",bpm,direct,effect:pulse=3; effect:mobility=-0.6; management:pulse=1.2,age=0.72; smoke=1,age bmi smoke,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. Recognition-mediated current smoking/alcohol changes can also propagate through the fixed measurement equations; this is an indirect pathway, not a target-conditioned shift. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,48,Waist circumference,cm,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,21002,Weight,kg,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,21001,Body mass index (BMI),kg/m^2,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,50,Standing height,cm,indirect,none,age=0.72; male=0.22,age male female,"No direct disease coefficient on this measurement; dependence is through shared demographic/susceptibility traits and the documented correlated background. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,23116,Leg fat mass (left),kg,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,23112,Leg fat mass (right),kg,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,23124,Arm fat mass (left),kg,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
COPD_MODE,23120,Arm fat mass (right),kg,direct,effect:bmi=-1.05,age=0.72; male=0.22,age bmi male female,"Active burden and/or recognized management enters the stated process, whose physiological equation generates this measurement. Exported reported target never enters the equation. Disease liability shares listed prediagnosis traits; coefficients shown are liability coefficients, not measured-feature shifts. All numerical values are authored construction choices; no empirical coefficient or prediction feedback was used."
